Author,News_statement,Source,Validity_Check
Kiannah Sepeda-Miller,"""Nationally, they predict prison populations on the basis of third-grade achievement.""",Toni Preckwinkle,Fake
Jill Terreri,"There’s been a ""20 percent increase in young people coming back to Buffalo after a decade where we lost 10 percent of our young people.""",Andrew Cuomo,Real
Madlin Mekelburg,"""I was the first elected Republican in Williamson County history.""",John Carter,Real
Jon Greenberg,"""We could build 30 walls with the $150 billion Obama gave to Iran.""",Bloggers,Fake
Madlin Mekelburg,"""Right now, only 11 percent of the 15,000 child care providers in Texas are certified as meeting quality standards.""",Children at Risk,Real
Samantha Putterman,"Quotes Albert Einstein as saying ""I fear the day technology will surpass human interaction. The world will have a generation of idiots.""",Facebook posts,Fake
Louis Jacobson,"During her tenure as county attorney in Minnesota, ""there was a 65 percent decrease in incarceration of African-Americans.""",Amy Klobuchar,Fake
Magdaline Duncan,"""We are always going to need architects, doctors, we’re going to need professionals with four-year degrees. But 65 to 70 percent of the people in Missouri don’t have degrees.""",Mike Parson,Real
Eric Litke,"""Over the last eight years, we’ve shown that even though we’ve cut taxes by $8 billion, revenues continue to grow.""",John Nygren,Real
John Kruzel,"""America came along as the first country to end (slavery) within 150 years.""",Katie Pavlich,Fake
Jon Greenberg,"""Farmer suicide rates are as high as they have been since the Great Depression.""",Cory Booker,Fake
Chris Nichols,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt.""",Kamala Harris,Real
Samantha Putterman,Says the Looney Tunes cartoon character Yosemite Sam was banned from television for being too violent.,Facebook posts,Fake
John Kruzel,"""We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s.""",Jay Inslee,Real
Madlin Mekelburg,"Says Beto O'Rourke ""gave the remaining $4.5+ mill from his Senate race to (the Texas Democratic Party) a few months ago, & the Party sent the money back to him on the day of his announcement.""",Tweets,Fake
Miriam Valverde,"Says President Donald Trump’s fiscal year 2020 budget ""slashes investments in health care to pay for tax cuts to billionaires.""",Julián Castro,Real
Colin Meyn,"""Now there is a new threat that we’re seeing up close: the risk of exposure to powerful drugs that can kill in even tiny amounts.""",Matthew Birmingham,Fake
D.L. Davis,"''Over 40 percent of African-American men in (Milwaukee County) have been going to prison for low-level drug offenses, and I think a hundred times that in the city of Madison.""",David Crowley,Fake
Miriam Valverde,"""Nearly half of public school teachers in Texas are working a second or a third job, not for kicks, not for extra spending cash, but just to make ends meet.""",Beto O'Rourke,Real
Samantha Putterman,"Florida drivers who have their cell phones ""in hand"" can be ticketed $250 and sent to ""driving school.""",Facebook posts,Fake
Tom Kertscher,"""We pay far more for health care than any other country in the world, yet we have far worse outcomes than any other country in the world.""",Tulsi Gabbard,Real
Kiannah Sepeda-Miller,"Says that ""despite the tremendous amounts of money that have gone into it, only 400 family (housing) units have been created"" in the last 12 years through Chicago’s Affordable Requirements Ordinance.",Toni Preckwinkle,Fake
Laura Murgatroyd,"Says the University of Missouri ""has been cleared of involvement"" in academic fraud involving student athletes.",Vicky Hartzler,Real
Kit Norton,"I received ""more votes from young people — black, white, Latino, Asian American and Native American — than Donald Trump and Hillary Clinton combined.""",Bernie Sanders,Real
Jon Greenberg,"""Seismic airgun blasting (used for energy exploration) is ... 16,000 times louder than"" a conventional airhorn.",Joe Cunningham,Real
Ciara O'Rourke,"A photograph shows Beto O’Rourke nearly nude with the words ""feminist,"" ""atheist"" and ""slut"" on his body.",Viral image,Fake
Samantha Putterman,"Says Prince invested in Nike in 1971, recruited Michael Jordan to the company in 1983 and designed the first Air Jordans.",Facebook posts,Fake
Paul Specht,"""Democrats have forced a special election""",North Carolina Republican Party,Fake
Zara McDowell-Barker,"The sports betting bill would create ""$12.5 million to $30.9 million in additional revenue for the state""",Denny Hoskins,Real
Louis Jacobson,"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians.""",Kevin Downing,Fake
Gaëlle Fournier,"""The schools in my district don't have a kitchen.""",Hannah Kelly,Real
Ciara O'Rourke,A photograph shows Joe Biden engaging in disturbing behavior with a boy.,Viral image,Fake
Madlin Mekelburg,"Says Beto O'Rourke's ""father-in-law, a billionaire real estate developer who bankrolled a Super PAC to buy Beto a congressional seat…""",Club for Growth,Fake
Madlin Mekelburg,"Says Beto O’Rourke crashed into barriers, ""causing a collision while driving drunk, then fleeing the scene to avoid accountability.""",Club for Growth,Real
Madlin Mekelburg,"Says Beto O’Rourke perpetuated stereotypes, ""casting aspersions on working women whose ‘only qualifications seemed to be large breasts and tight buttocks’.""",Club for Growth,Real
Madlin Mekelburg,"Says Beto O’Rourke did his father-in-law’s ""bidding on the El Paso City Council, pushing a downtown redevelopment scheme to bulldoze a poor Hispanic neighborhood while enriching developers like his father-in-law.""",Club for Growth,Real
Chris Nichols,"California has ""the largest death row in the Western Hemisphere, the largest death row in the United States of America — two times the size of the next largest state: Florida.""",Gavin Newsom,Real
Louis Jacobson,"""Job growth and stock growth for the first two years of Trump are down from where they were (during the) last two years of Obama.""",Matthew Dowd,Real
John Kruzel,"""We have developed a wind industry (in Washington state) from zero to $6 billion in 12 years.""",Jay Inslee,Real
Paul Specht,"Says HR 1 would ""legalize"" the kind of fraud found in North Carolina",Dan Crenshaw,Fake
Samantha Putterman,"Says Thomas Jefferson drafted the Declaration of Independence on hemp paper, grew and smoked marijuana, and said ""hemp is of first necessity to the wealth and protection of the country.""",Facebook posts,Fake
Eric Litke,"In-state tuition available ""for non-U.S. citizens after three years … veterans have to wait five years.""",Wisconsin Assembly Republicans,Fake
Ciara O'Rourke,"Says Alexandria Ocasio-Cortez said, ""We’ll never have to worry about China attacking us! They are 12 hours ahead, so we’ll have plenty of time to shoot down their missiles!""",Viral image,Fake
Amy Sherman,"Says 228 House Democrats voted ""to allow illegal aliens to have right to vote""",Facebook posts,Fake
Warren Fiske,"""Women earn on average 80-cents on the dollar compared to white men doing similar jobs.""",Bobby Scott,Real
Jon Greenberg,"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""",Elizabeth Warren,Real
Tom Kertscher,"""At $93 trillion, the Green New Deal would cost more than the entire recorded spending of the U.S. since the Constitution went into effect in 1789.""",Joni Ernst,Fake
Ciara O'Rourke,"Says Sinclair Lewis said, ""When fascism comes to America, it will be wrapped in the flag and carrying a cross.""",Viral image,Fake
Ciara O'Rourke,"Says Alexandria Ocasio-Cortez ""was fired from ‘Hot Dog On A Stick’ in 2008 — for incompetence.""",Viral image,Fake
Louis Jacobson,"Says Michelle Obama ""had a staff of 23"" while Melania Trump ""has a staff of 4.""",Turning Point USA,Real
Miriam Valverde,"""In February alone there were enough illegal immigrants who crossed the border to fill this (Kansas City Chiefs’ Arrowhead) stadium.""",Bloggers,Real
Jon Greenberg,"""Trump's campaign manager, Paul Manafort, commits bank and tax fraud and gets 47 months. A homeless man, Fate Winslow, helped sell $20 of pot and got life in prison.""",Elizabeth Warren,Real
Adam Reckamp,"Says Arrowhead Stadium ""is considered the loudest stadium in the world.""",Kiki Curls,Real
Samantha Putterman,"Says President Theodore Roosevelt said ""To anger a conservative, lie to him. To anger a liberal, tell him the truth.""",Facebook posts,Fake
Kiannah Sepeda-Miller,Says the percentage of officers the Chicago Police Board fired after hearing their cases or who chose to resign prior to a board hearing roughly doubled during her tenure.,Lori Lightfoot,Real
Jill Terreri,"""Almost every day another 9/11 survivor or responder dies from a 9/11-related cancer.""",Kirsten Gillibrand,Fake
Madlin Mekelburg,"""On a per capita basis, Irving-Las Colinas has more Fortune 500 companies than any city in the United States of America.""",Greg Abbott,Real
Tom Kertscher,"""The forest fires were so grotesque last year that we had the worst air in the world in Washington.""",Jay Inslee,Real
Louis Jacobson,"When Congress sought documents from President Barack Obama, the White House ""didn’t do anything. They didn’t give one letter of the request. Many requests were made. They didn’t give a letter.""",Donald Trump,Fake
Ciara O'Rourke,"Says Winston Churchill said, ""When you’re 20, you care what everyone thinks, when you’re 40 you stop caring what everyone thinks, when you’re 60, you realize no one was ever thinking about you in the first place.""",Viral image,Fake
Paul Specht,"Says NC absentee voters have ""no way"" to know if ballots are delivered",Mitch McConnell,Fake
Miriam Valverde,"Says Beto O’Rourke and Sen. Kirsten Gillibrand ""have both said they would tear down the wall if elected president.""",America First,Real
